jahr_von,jahr_bis,cluster_alt,cluster_neu,schnitt,n_alt,n_neu,anteil_alt,anteil_neu,jaccard
2020,2021,142,19,1,809,68,0.0012360939431396785,0.014705882352941176,0.001141552511415525
2020,2021,142,20,1,809,36,0.0012360939431396785,0.027777777777777776,0.001184834123222749
2020,2021,142,21,10,809,1057,0.012360939431396786,0.00946073793755913,0.005387931034482759
2020,2021,142,22,1,809,96,0.0012360939431396785,0.010416666666666666,0.0011061946902654867
2020,2021,142,24,1,809,67,0.0012360939431396785,0.014925373134328358,0.001142857142857143
2020,2021,142,25,1,809,139,0.0012360939431396785,0.007194244604316547,0.0010559662090813093
2020,2021,142,26,1,809,33,0.0012360939431396785,0.030303030303030304,0.0011890606420927466
2020,2021,142,27,3,809,51,0.003708281829419036,0.058823529411764705,0.003500583430571762
2020,2021,142,29,2,809,57,0.002472187886279357,0.03508771929824561,0.0023148148148148147
2020,2021,142,31,2,809,125,0.002472187886279357,0.016,0.002145922746781116
2020,2021,142,32,1,809,32,0.0012360939431396785,0.03125,0.0011904761904761906
2020,2021,142,33,8,809,389,0.009888751545117428,0.02056555269922879,0.0067226890756302525
2020,2021,142,34,1,809,225,0.0012360939431396785,0.0044444444444444444,9.68054211035818e-4
2020,2021,142,35,1,809,32,0.0012360939431396785,0.03125,0.0011904761904761906
2020,2021,142,36,3,809,31,0.003708281829419036,0.0967741935483871,0.0035842293906810036
2020,2021,142,37,2,809,41,0.002472187886279357,0.04878048780487805,0.0023584905660377358
2020,2021,142,38,2,809,112,0.002472187886279357,0.017857142857142856,0.002176278563656148
2020,2021,142,41,2,809,41,0.002472187886279357,0.04878048780487805,0.0023584905660377358
2020,2021,142,47,1,809,98,0.0012360939431396785,0.01020408163265306,0.0011037527593818985
2020,2021,142,50,1,809,76,0.0012360939431396785,0.013157894736842105,0.0011312217194570137
2020,2021,142,52,1,809,70,0.0012360939431396785,0.014285714285714285,0.0011389521640091116
2020,2021,142,53,3,809,229,0.003708281829419036,0.013100436681222707,0.002898550724637681
2020,2021,142,56,1,809,57,0.0012360939431396785,0.017543859649122806,0.0011560693641618498
2020,2021,142,60,2,809,78,0.002472187886279357,0.02564102564102564,0.0022598870056497176
2020,2021,142,61,2,809,35,0.002472187886279357,0.05714285714285714,0.0023752969121140144
2020,2021,142,62,6,809,146,0.007416563658838072,0.0410958904109589,0.006322444678609062
2020,2021,142,63,1,809,110,0.0012360939431396785,0.00909090909090909,0.0010893246187363835
2020,2021,142,64,4,809,400,0.004944375772558714,0.01,0.0033195020746887966
2020,2021,142,65,1,809,30,0.0012360939431396785,0.03333333333333333,0.0011933174224343676
2020,2021,142,67,1,809,83,0.0012360939431396785,0.012048192771084338,0.001122334455667789
2020,2021,142,70,1,809,59,0.0012360939431396785,0.01694915254237288,0.0011534025374855825
2020,2021,142,71,2,809,93,0.002472187886279357,0.021505376344086023,0.0022222222222222222
2020,2021,142,75,1,809,62,0.0012360939431396785,0.016129032258064516,0.0011494252873563218
2020,2021,142,76,3,809,193,0.003708281829419036,0.015544041450777202,0.003003003003003003
2020,2021,142,77,1,809,108,0.0012360939431396785,0.009259259259259259,0.001091703056768559
2020,2021,142,78,2,809,294,0.002472187886279357,0.006802721088435374,0.0018165304268846503
2020,2021,142,79,2,809,72,0.002472187886279357,0.027777777777777776,0.0022753128555176336
2020,2021,142,83,5,809,305,0.006180469715698393,0.01639344262295082,0.004508566275924256
2020,2021,142,84,1,809,36,0.0012360939431396785,0.027777777777777776,0.001184834123222749
2020,2021,142,86,1,809,53,0.0012360939431396785,0.018867924528301886,0.0011614401858304297
2020,2021,142,87,1,809,49,0.0012360939431396785,0.02040816326530612,0.0011668611435239206
2020,2021,142,91,1,809,81,0.0012360939431396785,0.012345679012345678,0.0011248593925759281
2020,2021,142,92,1,809,133,0.0012360939431396785,0.007518796992481203,0.0010626992561105207
2020,2021,142,95,1,809,193,0.0012360939431396785,0.0051813471502590676,9.99000999000999e-4
2020,2021,142,96,3,809,123,0.003708281829419036,0.024390243902439025,0.0032292787944025836
2020,2021,142,101,1,809,128,0.0012360939431396785,0.0078125,0.0010683760683760685
2020,2021,142,103,3,809,80,0.003708281829419036,0.0375,0.003386004514672686
2020,2021,142,105,4,809,189,0.004944375772558714,0.021164021164021163,0.004024144869215292
2020,2021,142,106,1,809,82,0.0012360939431396785,0.012195121951219513,0.0011235955056179776
2020,2021,142,107,1,809,64,0.0012360939431396785,0.015625,0.0011467889908256881
2020,2021,142,108,6,809,157,0.007416563658838072,0.03821656050955414,0.00625
2020,2021,142,109,1,809,178,0.0012360939431396785,0.0056179775280898875,0.0010141987829614604
2020,2021,142,111,2,809,96,0.002472187886279357,0.020833333333333332,0.0022148394241417496
2020,2021,142,114,2,809,164,0.002472187886279357,0.012195121951219513,0.0020597322348094747
2020,2021,142,116,1,809,79,0.0012360939431396785,0.012658227848101266,0.0011273957158962795
2020,2021,142,117,3,809,84,0.003708281829419036,0.03571428571428571,0.0033707865168539327
2020,2021,142,121,1,809,60,0.0012360939431396785,0.016666666666666666,0.001152073732718894
2020,2021,142,122,2,809,262,0.002472187886279357,0.007633587786259542,0.0018709073900841909
2020,2021,142,123,1,809,117,0.0012360939431396785,0.008547008547008548,0.001081081081081081
2020,2021,142,124,3,809,55,0.003708281829419036,0.05454545454545454,0.003484320557491289
2020,2021,142,125,1,809,91,0.0012360939431396785,0.01098901098901099,0.0011123470522803114
2020,2021,142,126,355,809,818,0.4388133498145859,0.4339853300733496,0.27908805031446543
2020,2021,142,128,5,809,144,0.006180469715698393,0.034722222222222224,0.005274261603375527
2020,2021,142,130,1,809,49,0.0012360939431396785,0.02040816326530612,0.0011668611435239206
2020,2021,142,131,1,809,127,0.0012360939431396785,0.007874015748031496,0.0010695187165775401
2020,2021,142,132,1,809,60,0.0012360939431396785,0.016666666666666666,0.001152073732718894
2020,2021,142,137,3,809,40,0.003708281829419036,0.075,0.0035460992907801418
2020,2021,142,138,1,809,37,0.0012360939431396785,0.02702702702702703,0.001183431952662722
2020,2021,142,139,7,809,63,0.00865265760197775,0.1111111111111111,0.008092485549132947
2020,2021,142,142,1,809,71,0.0012360939431396785,0.014084507042253521,0.0011376564277588168
2020,2021,142,144,1,809,36,0.0012360939431396785,0.027777777777777776,0.001184834123222749
2020,2021,142,147,2,809,115,0.002472187886279357,0.017391304347826087,0.0021691973969631237
2020,2021,142,148,1,809,42,0.0012360939431396785,0.023809523809523808,0.001176470588235294
2020,2021,142,149,4,809,82,0.004944375772558714,0.04878048780487805,0.004509582863585118
2020,2021,142,150,2,809,74,0.002472187886279357,0.02702702702702703,0.0022701475595913734
2020,2021,142,152,1,809,58,0.0012360939431396785,0.017241379310344827,0.0011547344110854503
2020,2021,142,154,3,809,87,0.003708281829419036,0.034482758620689655,0.0033594624860022394
2020,2021,142,155,4,809,58,0.004944375772558714,0.06896551724137931,0.004634994206257242
2020,2021,142,156,2,809,54,0.002472187886279357,0.037037037037037035,0.0023228803716608595
2020,2021,142,157,1,809,64,0.0012360939431396785,0.015625,0.0011467889908256881
2020,2021,142,158,6,809,889,0.007416563658838072,0.006749156355455568,0.0035460992907801418
2020,2021,142,159,1,809,141,0.0012360939431396785,0.0070921985815602835,0.001053740779768177
2020,2021,142,160,1,809,32,0.0012360939431396785,0.03125,0.0011904761904761906
2020,2021,142,161,4,809,161,0.004944375772558714,0.024844720496894408,0.004140786749482402
2020,2021,142,164,6,809,281,0.007416563658838072,0.021352313167259787,0.005535055350553505
2020,2021,142,165,3,809,38,0.003708281829419036,0.07894736842105263,0.0035545023696682463
2020,2021,142,167,3,809,264,0.003708281829419036,0.011363636363636364,0.002803738317757009
2020,2021,142,170,1,809,83,0.0012360939431396785,0.012048192771084338,0.001122334455667789
2020,2021,142,171,3,809,118,0.003708281829419036,0.025423728813559324,0.003246753246753247
2020,2021,142,172,6,809,640,0.007416563658838072,0.009375,0.004158004158004158
2020,2021,142,174,1,809,61,0.0012360939431396785,0.01639344262295082,0.0011507479861910242
2020,2021,142,176,3,809,210,0.003708281829419036,0.014285714285714285,0.002952755905511811
2020,2021,143,157,57,62,64,0.9193548387096774,0.890625,0.8260869565217391
2020,2021,144,126,1,242,818,0.004132231404958678,0.0012224938875305623,9.442870632672333e-4
2020,2021,144,140,1,242,34,0.004132231404958678,0.029411764705882353,0.0036363636363636364
2020,2021,144,154,1,242,87,0.004132231404958678,0.011494252873563218,0.003048780487804878
2020,2021,144,167,225,242,264,0.9297520661157025,0.8522727272727273,0.800711743772242
2020,2021,144,172,1,242,640,0.004132231404958678,0.0015625,0.0011350737797956867
2020,2021,145,137,35,47,40,0.7446808510638298,0.875,0.6730769230769231
2020,2021,145,138,1,47,37,0.02127659574468085,0.02702702702702703,0.012048192771084338
2020,2021,146,163,87,107,103,0.8130841121495327,0.8446601941747572,0.7073170731707317
2020,2021,146,164,4,107,281,0.037383177570093455,0.014234875444839857,0.010416666666666666
2020,2021,147,31,1,280,125,0.0035714285714285713,0.008,0.0024752475247524753
2020,2021,147,145,1,280,45,0.0035714285714285713,0.022222222222222223,0.0030864197530864196
2020,2021,147,164,231,280,281,0.825,0.8220640569395018,0.7
2020,2021,148,31,1,39,125,0.02564102564102564,0.008,0.006134969325153374
2020,2021,148,148,34,39,42,0.8717948717948718,0.8095238095238095,0.723404255319149
2020,2021,149,126,1,33,818,0.030303030303030304,0.0012224938875305623,0.001176470588235294
2020,2021,149,141,25,33,32,0.7575757575757576,0.78125,0.625
2020,2021,149,176,1,33,210,0.030303030303030304,0.004761904761904762,0.004132231404958678
2020,2021,150,169,38,45,44,0.8444444444444444,0.8636363636363636,0.7450980392156863
2020,2021,151,22,1,94,96,0.010638297872340425,0.010416666666666666,0.005291005291005291
2020,2021,151,126,1,94,818,0.010638297872340425,0.0012224938875305623,0.0010976948408342481
2020,2021,151,159,88,94,141,0.9361702127659575,0.624113475177305,0.5986394557823129
2020,2021,152,126,1,40,818,0.025,0.0012224938875305623,0.0011668611435239206
2020,2021,152,159,26,40,141,0.65,0.18439716312056736,0.16774193548387098
2020,2021,153,126,1,71,818,0.014084507042253521,0.0012224938875305623,0.0011261261261261261
2020,2021,153,168,62,71,73,0.8732394366197183,0.8493150684931506,0.7560975609756098
2020,2021,154,157,1,209,64,0.004784688995215311,0.015625,0.003676470588235294
2020,2021,154,176,131,209,210,0.6267942583732058,0.6238095238095238,0.4548611111111111
2020,2021,155,154,49,60,87,0.8166666666666667,0.5632183908045977,0.5
2020,2021,156,126,1,53,818,0.018867924528301886,0.0012224938875305623,0.0011494252873563218
2020,2021,156,175,15,53,70,0.2830188679245283,0.21428571428571427,0.1388888888888889
2020,2021,156,176,28,53,210,0.5283018867924528,0.13333333333333333,0.11914893617021277
2020,2021,157,175,44,45,70,0.9777777777777777,0.6285714285714286,0.6197183098591549
2020,2021,158,126,1,95,818,0.010526315789473684,0.0012224938875305623,0.0010964912280701754
2020,2021,158,170,72,95,83,0.7578947368421053,0.8674698795180723,0.6792452830188679
2020,2021,159,171,102,108,118,0.9444444444444444,0.864406779661017,0.8225806451612904
2020,2021,160,155,46,52,58,0.8846153846153846,0.7931034482758621,0.71875
2020,2021,161,126,1,82,818,0.012195121951219513,0.0012224938875305623,0.0011123470522803114
2020,2021,161,161,1,82,161,0.012195121951219513,0.006211180124223602,0.004132231404958678
2020,2021,161,173,27,82,31,0.32926829268292684,0.8709677419354839,0.313953488372093
2020,2021,161,174,44,82,61,0.5365853658536586,0.7213114754098361,0.4444444444444444
2020,2021,162,155,1,64,58,0.015625,0.017241379310344827,0.008264462809917356
2020,2021,162,156,42,64,54,0.65625,0.7777777777777778,0.5526315789473685
2020,2021,162,161,6,64,161,0.09375,0.037267080745341616,0.0273972602739726
2020,2021,162,174,1,64,61,0.015625,0.01639344262295082,0.008064516129032258
2020,2021,163,126,1,350,818,0.002857142857142857,0.0012224938875305623,8.56898029134533e-4
2020,2021,163,172,327,350,640,0.9342857142857143,0.5109375,0.49321266968325794
2020,2021,163,174,1,350,61,0.002857142857142857,0.01639344262295082,0.0024390243902439024
2020,2021,164,22,1,178,96,0.0056179775280898875,0.010416666666666666,0.003663003663003663
2020,2021,164,57,1,178,70,0.0056179775280898875,0.014285714285714285,0.004048582995951417
2020,2021,164,60,1,178,78,0.0056179775280898875,0.01282051282051282,0.00392156862745098
2020,2021,164,172,166,178,640,0.9325842696629213,0.259375,0.254601226993865
2021,2022,0,1,178,179,183,0.994413407821229,0.9726775956284153,0.967391304347826
2021,2022,0,156,1,179,32,0.00558659217877095,0.03125,0.004761904761904762
2021,2022,1,2,44,46,49,0.9565217391304348,0.8979591836734694,0.8627450980392157
2021,2022,1,62,1,46,822,0.021739130434782608,0.0012165450121654502,0.0011534025374855825
2021,2022,2,0,95,97,115,0.979381443298969,0.8260869565217391,0.811965811965812
2021,2022,2,25,2,97,342,0.020618556701030927,0.005847953216374269,0.004576659038901602
2021,2022,3,25,307,325,342,0.9446153846153846,0.8976608187134503,0.8527777777777777
2021,2022,3,45,1,325,55,0.003076923076923077,0.01818181818181818,0.002638522427440633
2021,2022,3,62,7,325,822,0.021538461538461538,0.00851581508515815,0.0061403508771929825
2021,2022,3,71,1,325,113,0.003076923076923077,0.008849557522123894,0.002288329519450801
2021,2022,3,78,1,325,30,0.003076923076923077,0.03333333333333333,0.002824858757062147
2021,2022,4,35,28,34,32,0.8235294117647058,0.875,0.7368421052631579
2021,2022,5,6,1,179,95,0.00558659217877095,0.010526315789473684,0.003663003663003663
2021,2022,5,36,168,179,190,0.9385474860335196,0.8842105263157894,0.835820895522388
2021,2022,5,62,4,179,822,0.0223463687150838,0.004866180048661801,0.004012036108324975
2021,2022,5,112,1,179,196,0.00558659217877095,0.00510204081632653,0.00267379679144385
2021,2022,6,5,38,39,43,0.9743589743589743,0.8837209302325582,0.8636363636363636
2021,2022,6,62,1,39,822,0.02564102564102564,0.0012165450121654502,0.0011627906976744186
2021,2022,7,6,85,91,95,0.9340659340659341,0.8947368421052632,0.8415841584158416
2021,2022,7,12,1,91,46,0.01098901098901099,0.021739130434782608,0.007352941176470588
2021,2022,7,19,2,91,72,0.02197802197802198,0.027777777777777776,0.012422360248447204
2021,2022,7,25,1,91,342,0.01098901098901099,0.0029239766081871343,0.0023148148148148147
2021,2022,7,151,1,91,39,0.01098901098901099,0.02564102564102564,0.007751937984496124
2021,2022,7,175,1,91,110,0.01098901098901099,0.00909090909090909,0.005
2021,2022,8,4,34,35,36,0.9714285714285714,0.9444444444444444,0.918918918918919
2021,2022,8,62,1,35,822,0.02857142857142857,0.0012165450121654502,0.0011682242990654205
2021,2022,9,46,32,36,38,0.8888888888888888,0.8421052631578947,0.7619047619047619
2021,2022,9,173,1,36,993,0.027777777777777776,0.0010070493454179255,9.727626459143969e-4
2021,2022,10,8,38,40,44,0.95,0.8636363636363636,0.8260869565217391
2021,2022,10,62,1,40,822,0.025,0.0012165450121654502,0.0011614401858304297
2021,2022,10,78,1,40,30,0.025,0.03333333333333333,0.014492753623188406
2021,2022,11,9,3,43,66,0.06976744186046512,0.045454545454545456,0.02830188679245283
2021,2022,11,10,35,43,41,0.813953488372093,0.8536585365853658,0.7142857142857143
2021,2022,11,62,1,43,822,0.023255813953488372,0.0012165450121654502,0.0011574074074074073
2021,2022,12,9,47,54,66,0.8703703703703703,0.7121212121212122,0.6438356164383562
2021,2022,12,35,1,54,32,0.018518518518518517,0.03125,0.011764705882352941
2021,2022,13,41,84,89,90,0.9438202247191011,0.9333333333333333,0.8842105263157894
2021,2022,13,62,1,89,822,0.011235955056179775,0.0012165450121654502,0.001098901098901099
2021,2022,13,79,1,89,718,0.011235955056179775,0.001392757660167131,0.0012406947890818859
2021,2022,13,127,1,89,188,0.011235955056179775,0.005319148936170213,0.0036231884057971015
2021,2022,14,12,36,36,46,1,0.782608695652174,0.782608695652174
2021,2022,15,7,103,105,112,0.9809523809523809,0.9196428571428571,0.9035087719298246
2021,2022,15,19,1,105,72,0.009523809523809525,0.013888888888888888,0.005681818181818182
2021,2022,16,23,33,34,37,0.9705882352941176,0.8918918918918919,0.868421052631579
2021,2022,17,13,112,119,120,0.9411764705882353,0.9333333333333333,0.8818897637795275
2021,2022,17,62,1,119,822,0.008403361344537815,0.0012165450121654502,0.0010638297872340426
2021,2022,17,157,1,119,48,0.008403361344537815,0.020833333333333332,0.006024096385542169
2021,2022,18,15,32,135,33,0.23703703703703705,0.9696969696969697,0.23529411764705882
2021,2022,18,16,81,135,85,0.6,0.9529411764705882,0.5827338129496403
2021,2022,18,62,1,135,822,0.007407407407407408,0.0012165450121654502,0.0010460251046025104
2021,2022,19,19,67,68,72,0.9852941176470589,0.9305555555555556,0.9178082191780822
2021,2022,20,28,36,36,38,1,0.9473684210526315,0.9473684210526315
2021,2022,21,6,1,1057,95,9.46073793755913e-4,0.010526315789473684,8.688097306689834e-4
2021,2022,21,11,1,1057,39,9.46073793755913e-4,0.02564102564102564,9.132420091324201e-4
2021,2022,21,17,1,1057,108,9.46073793755913e-4,0.009259259259259259,8.59106529209622e-4
2021,2022,21,30,108,1057,110,0.1021759697256386,0.9818181818181818,0.10198300283286119
2021,2022,21,38,44,1057,45,0.041627246925260174,0.9777777777777777,0.04158790170132325
2021,2022,21,39,40,1057,41,0.03784295175023652,0.975609756097561,0.03780718336483932
2021,2022,21,40,148,1057,170,0.1400189214758751,0.8705882352941177,0.1371640407784986
2021,2022,21,42,50,1057,50,0.04730368968779565,1,0.04730368968779565
2021,2022,21,43,70,1057,74,0.06622516556291391,0.9459459459459459,0.06597549481621112
2021,2022,21,44,47,1057,54,0.04446546830652791,0.8703703703703703,0.044172932330827065
2021,2022,21,47,55,1057,55,0.05203405865657521,1,0.05203405865657521
2021,2022,21,48,116,1057,122,0.1097445600756859,0.9508196721311475,0.10912511759172154
2021,2022,21,50,30,1057,31,0.02838221381267739,0.967741935483871,0.02835538752362949
2021,2022,21,51,31,1057,31,0.0293282876064333,1,0.0293282876064333
2021,2022,21,62,3,1057,822,0.002838221381267739,0.0036496350364963502,0.0015991471215351812
2021,2022,21,79,1,1057,718,9.46073793755913e-4,0.001392757660167131,5.636978579481398e-4
2021,2022,21,103,2,1057,246,0.001892147587511826,0.008130081300813009,0.0015372790161414297
2021,2022,21,133,1,1057,91,9.46073793755913e-4,0.01098901098901099,8.718395815170009e-4
2021,2022,22,37,92,96,102,0.9583333333333334,0.9019607843137255,0.8679245283018868
2021,2022,22,119,1,96,38,0.010416666666666666,0.02631578947368421,0.007518796992481203
2021,2022,23,20,56,58,59,0.9655172413793104,0.9491525423728814,0.9180327868852459
2021,2022,24,62,1,67,822,0.014925373134328358,0.0012165450121654502,0.0011261261261261261
2021,2022,24,67,57,67,59,0.8507462686567164,0.9661016949152542,0.8260869565217391
2021,2022,25,59,1,139,374,0.007194244604316547,0.00267379679144385,0.001953125
2021,2022,25,73,1,139,67,0.007194244604316547,0.014925373134328358,0.004878048780487805
2021,2022,25,86,1,139,65,0.007194244604316547,0.015384615384615385,0.0049261083743842365
2021,2022,25,90,70,139,76,0.5035971223021583,0.9210526315789473,0.4827586206896552
2021,2022,25,91,37,139,38,0.26618705035971224,0.9736842105263158,0.2642857142857143
2021,2022,25,123,1,139,136,0.007194244604316547,0.007352941176470588,0.0036496350364963502
2021,2022,26,24,33,33,36,1,0.9166666666666666,0.9166666666666666
2021,2022,27,14,44,51,52,0.8627450980392157,0.8461538461538461,0.7457627118644068
2021,2022,27,191,2,51,216,0.0392156862745098,0.009259259259259259,0.007547169811320755
2021,2022,28,98,35,38,40,0.9210526315789473,0.875,0.813953488372093
2021,2022,29,53,48,57,68,0.8421052631578947,0.7058823529411765,0.6233766233766234
2021,2022,29,56,7,57,102,0.12280701754385964,0.06862745098039216,0.046052631578947366
2021,2022,30,13,1,32,120,0.03125,0.008333333333333333,0.006622516556291391
2021,2022,31,29,120,125,129,0.96,0.9302325581395349,0.8955223880597015
2021,2022,32,57,32,32,43,1,0.7441860465116279,0.7441860465116279
2021,2022,33,52,2,389,102,0.005141388174807198,0.0196078431372549,0.00408997955010225
2021,2022,33,53,1,389,68,0.002570694087403599,0.014705882352941176,0.0021929824561403508
2021,2022,33,56,2,389,102,0.005141388174807198,0.0196078431372549,0.00408997955010225
2021,2022,33,58,4,389,30,0.010282776349614395,0.13333333333333333,0.00963855421686747
2021,2022,33,59,325,389,374,0.8354755784061697,0.8689839572192514,0.7420091324200914
2021,2022,34,49,3,225,40,0.013333333333333334,0.075,0.011450381679389313
2021,2022,34,59,2,225,374,0.008888888888888889,0.0053475935828877,0.0033500837520938024
2021,2022,34,69,28,225,30,0.12444444444444444,0.9333333333333333,0.12334801762114538
2021,2022,34,70,103,225,134,0.4577777777777778,0.7686567164179104,0.40234375
2021,2022,34,85,1,225,166,0.0044444444444444444,0.006024096385542169,0.002564102564102564
2021,2022,34,123,5,225,136,0.022222222222222223,0.03676470588235294,0.014044943820224719
2021,2022,35,56,22,32,102,0.6875,0.21568627450980393,0.19642857142857142
2021,2022,36,27,30,31,49,0.967741935483871,0.6122448979591837,0.6
2021,2022,37,105,41,41,43,1,0.9534883720930233,0.9534883720930233
2021,2022,38,18,109,112,117,0.9732142857142857,0.9316239316239316,0.9083333333333333
2021,2022,38,25,1,112,342,0.008928571428571428,0.0029239766081871343,0.002207505518763797
2021,2022,39,151,34,37,39,0.918918918918919,0.8717948717948718,0.8095238095238095
2021,2022,40,45,48,51,55,0.9411764705882353,0.8727272727272727,0.8275862068965517
2021,2022,40,101,1,51,61,0.0196078431372549,0.01639344262295082,0.009009009009009009
2021,2022,41,61,36,41,44,0.8780487804878049,0.8181818181818182,0.7346938775510204
2021,2022,41,62,1,41,822,0.024390243902439025,0.0012165450121654502,0.001160092807424594
2021,2022,41,76,1,41,355,0.024390243902439025,0.0028169014084507044,0.002531645569620253
2021,2022,42,19,1,49,72,0.02040816326530612,0.013888888888888888,0.008333333333333333
2021,2022,42,63,5,49,51,0.10204081632653061,0.09803921568627451,0.05263157894736842
2021,2022,42,72,30,49,32,0.6122448979591837,0.9375,0.5882352941176471
2021,2022,43,99,76,90,89,0.8444444444444444,0.8539325842696629,0.7378640776699029
2021,2022,44,60,31,32,203,0.96875,0.15270935960591134,0.15196078431372548
2021,2022,45,63,46,46,51,1,0.9019607843137255,0.9019607843137255
2021,2022,46,49,19,38,40,0.5,0.475,0.3220338983050847
2021,2022,46,58,1,38,30,0.02631578947368421,0.03333333333333333,0.014925373134328358
2021,2022,47,36,1,98,190,0.01020408163265306,0.005263157894736842,0.003484320557491289
2021,2022,47,77,96,98,108,0.9795918367346939,0.8888888888888888,0.8727272727272727
2021,2022,48,50,1,61,31,0.01639344262295082,0.03225806451612903,0.01098901098901099
2021,2022,48,60,58,61,203,0.9508196721311475,0.2857142857142857,0.2815533980582524
2021,2022,48,188,1,61,114,0.01639344262295082,0.008771929824561403,0.005747126436781609
2021,2022,49,60,50,50,203,1,0.24630541871921183,0.24630541871921183
2021,2022,50,80,73,76,76,0.9605263157894737,0.9605263157894737,0.9240506329113924
2021,2022,51,62,1,97,822,0.010309278350515464,0.0012165450121654502,0.0010893246187363835
2021,2022,51,82,80,97,92,0.8247422680412371,0.8695652173913043,0.7339449541284404
2021,2022,52,76,70,70,355,1,0.19718309859154928,0.19718309859154928
2021,2022,53,76,229,229,355,1,0.6450704225352113,0.6450704225352113
2021,2022,54,79,50,52,718,0.9615384615384616,0.06963788300835655,0.06944444444444445
2021,2022,55,81,33,53,33,0.6226415094339622,1,0.6226415094339622
2021,2022,55,82,10,53,92,0.18867924528301888,0.10869565217391304,0.07407407407407407
2021,2022,56,54,50,57,77,0.8771929824561403,0.6493506493506493,0.5952380952380952
2021,2022,57,31,64,70,92,0.9142857142857143,0.6956521739130435,0.6530612244897959
2021,2022,57,83,2,70,37,0.02857142857142857,0.05405405405405406,0.01904761904761905
2021,2022,57,186,1,70,164,0.014285714285714285,0.006097560975609756,0.004291845493562232
2021,2022,58,49,1,42,40,0.023809523809523808,0.025,0.012345679012345678
2021,2022,58,68,33,42,40,0.7857142857142857,0.825,0.673469387755102
2021,2022,59,79,30,33,718,0.9090909090909091,0.04178272980501393,0.04160887656033287
2021,2022,59,98,1,33,40,0.030303030303030304,0.025,0.013888888888888888
2021,2022,60,54,1,78,77,0.01282051282051282,0.012987012987012988,0.006493506493506494
2021,2022,60,64,50,78,67,0.6410256410256411,0.746268656716418,0.5263157894736842
2021,2022,60,87,1,78,41,0.01282051282051282,0.024390243902439025,0.00847457627118644
2021,2022,61,85,23,35,166,0.6571428571428571,0.13855421686746988,0.12921348314606743
2021,2022,61,123,3,35,136,0.08571428571428572,0.022058823529411766,0.017857142857142856
2021,2022,62,52,73,146,102,0.5,0.7156862745098039,0.41714285714285715
2021,2022,62,55,20,146,36,0.136986301369863,0.5555555555555556,0.12345679012345678
2021,2022,62,56,18,146,102,0.1232876712328767,0.17647058823529413,0.0782608695652174
2021,2022,63,79,109,110,718,0.990909090909091,0.15181058495821728,0.15159944367176634
2021,2022,64,62,3,400,822,0.0075,0.0036496350364963502,0.002461033634126333
2021,2022,64,78,2,400,30,0.005,0.06666666666666667,0.004672897196261682
2021,2022,64,79,387,400,718,0.9675,0.5389972144846796,0.5294117647058824
2021,2022,64,108,1,400,87,0.0025,0.011494252873563218,0.00205761316872428
2021,2022,64,173,1,400,993,0.0025,0.0010070493454179255,7.183908045977011e-4
2021,2022,65,11,29,30,39,0.9666666666666667,0.7435897435897436,0.725
2021,2022,66,89,69,71,71,0.971830985915493,0.971830985915493,0.9452054794520548
2021,2022,67,66,78,83,105,0.9397590361445783,0.7428571428571429,0.7090909090909091
2021,2022,68,65,38,53,55,0.71698113207547165,0.6909090909090909,0.5428571428571428
2021,2022,69,55,1,62,36,0.016129032258064516,0.027777777777777776,0.010309278350515464
2021,2022,69,85,56,62,166,0.9032258064516129,0.3373493975903614,0.32558139534883723
2021,2022,70,52,1,59,102,0.01694915254237288,0.00980392156862745,0.00625
2021,2022,70,58,2,59,30,0.03389830508474576,0.06666666666666667,0.022988505747126436
2021,2022,70,74,28,59,37,0.4745762711864407,0.7567567567567568,0.4117647058823529
2021,2022,70,85,22,59,166,0.3728813559322034,0.13253012048192772,0.10837438423645321
2021,2022,71,17,89,93,108,0.956989247311828,0.8240740740740741,0.7946428571428571
2021,2022,71,62,1,93,822,0.010752688172043012,0.0012165450121654502,0.0010940919037199124
2021,2022,72,17,2,64,108,0.03125,0.018518518518518517,0.011764705882352941
2021,2022,72,96,36,64,38,0.5625,0.9473684210526315,0.5454545454545454
2021,2022,73,107,38,42,54,0.9047619047619048,0.7037037037037037,0.6551724137931034
2021,2022,74,110,31,32,37,0.96875,0.8378378378378378,0.8157894736842105
2021,2022,75,40,1,62,170,0.016129032258064516,0.0058823529411764705,0.004329004329004329
2021,2022,75,107,1,62,54,0.016129032258064516,0.018518518518518517,0.008695652173913044
2021,2022,75,109,58,62,65,0.9354838709677419,0.8923076923076924,0.8405797101449275
2021,2022,76,62,1,193,822,0.0051813471502590676,0.0012165450121654502,9.861932938856016e-4
2021,2022,76,68,1,193,40,0.0051813471502590676,0.025,0.004310344827586207
2021,2022,76,70,1,193,134,0.0051813471502590676,0.007462686567164179,0.003067484662576687
2021,2022,76,87,2,193,41,0.010362694300518135,0.04878048780487805,0.008620689655172414
2021,2022,76,88,111,193,129,0.5751295336787565,0.8604651162790697,0.5260663507109005
2021,2022,76,90,2,193,76,0.010362694300518135,0.02631578947368421,0.00749063670411985
2021,2022,76,122,1,193,48,0.0051813471502590676,0.020833333333333332,0.004166666666666667
2021,2022,76,123,1,193,136,0.0051813471502590676,0.007352941176470588,0.003048780487804878
2021,2022,77,62,1,108,822,0.009259259259259259,0.0012165450121654502,0.001076426264800861
