jahr_von,jahr_bis,cluster_alt,cluster_neu,schnitt,n_alt,n_neu,anteil_alt,anteil_neu,jaccard
2016,2017,92,83,4,1150,80,0.0034782608695652175,0.05,0.0032626427406199023
2016,2017,92,84,1,1150,61,8.695652173913044e-4,0.01639344262295082,8.264462809917355e-4
2016,2017,92,85,3,1150,51,0.0026086956521739132,0.058823529411764705,0.0025041736227045075
2016,2017,92,86,2,1150,126,0.0017391304347826088,0.015873015873015872,0.0015698587127158557
2016,2017,92,87,28,1150,509,0.02434782608695652,0.0550098231827112,0.017167381974248927
2016,2017,92,88,7,1150,35,0.00608695652173913,0.2,0.005942275042444821
2016,2017,92,89,2,1150,199,0.0017391304347826088,0.010050251256281407,0.0014847809948032665
2016,2017,92,90,5,1150,104,0.004347826086956522,0.04807692307692308,0.0040032025620496394
2016,2017,92,91,5,1150,142,0.004347826086956522,0.035211267605633804,0.003885003885003885
2016,2017,92,92,1,1150,47,8.695652173913044e-4,0.02127659574468085,8.361204013377926e-4
2016,2017,92,93,1,1150,54,8.695652173913044e-4,0.018518518518518517,8.312551953449709e-4
2016,2017,92,94,2,1150,101,0.0017391304347826088,0.019801980198019802,0.0016012810248198558
2016,2017,93,47,29,30,51,0.9666666666666667,0.5686274509803921,0.5576923076923077
2016,2017,94,17,1,282,62,0.0035460992907801418,0.016129032258064516,0.0029154518950437317
2016,2017,94,45,1,282,146,0.0035460992907801418,0.00684931506849315,0.00234192037470726
2016,2017,94,46,2,282,79,0.0070921985815602835,0.02531645569620253,0.005571030640668524
2016,2017,94,47,1,282,51,0.0035460992907801418,0.0196078431372549,0.0030120481927710845
2016,2017,94,48,254,282,315,0.900709219858156,0.8063492063492064,0.7405247813411079
2016,2017,94,73,1,282,1072,0.0035460992907801418,9.328358208955224e-4,7.390983000739098e-4
2017,2018,0,0,148,150,155,0.9866666666666667,0.9548387096774194,0.9426751592356688
2017,2018,0,90,1,150,377,0.006666666666666667,0.002652519893899204,0.0019011406844106464
2017,2018,1,1,32,32,36,1,0.8888888888888888,0.8888888888888888
2017,2018,2,3,139,141,200,0.9858156028368794,0.695,0.6881188118811881
2017,2018,2,35,1,141,43,0.0070921985815602835,0.023255813953488372,0.00546448087431694
2017,2018,3,2,33,35,48,0.9428571428571428,0.6875,0.66
2017,2018,3,49,1,35,93,0.02857142857142857,0.010752688172043012,0.007874015748031496
2017,2018,3,111,1,35,925,0.02857142857142857,0.001081081081081081,0.0010427528675703858
2017,2018,4,6,74,78,78,0.9487179487179487,0.9487179487179487,0.9024390243902439
2017,2018,4,11,2,78,136,0.02564102564102564,0.014705882352941176,0.009433962264150943
2017,2018,4,22,1,78,319,0.01282051282051282,0.003134796238244514,0.0025252525252525255
2017,2018,5,42,66,67,81,0.9850746268656716,0.8148148148148148,0.8048780487804879
2017,2018,6,7,33,35,43,0.9428571428571428,0.7674418604651163,0.7333333333333333
2017,2018,6,37,1,35,32,0.02857142857142857,0.03125,0.015151515151515152
2017,2018,7,2,1,1868,48,5.353319057815846e-4,0.020833333333333332,5.221932114882506e-4
2017,2018,7,7,6,1868,43,0.0032119914346895075,0.13953488372093023,0.0031496062992125984
2017,2018,7,9,1,1868,35,5.353319057815846e-4,0.02857142857142857,5.257623554153522e-4
2017,2018,7,10,63,1868,80,0.03372591006423983,0.7875,0.033421750663129975
2017,2018,7,12,221,1868,257,0.1183083511777302,0.8599221789883269,0.11607142857142858
2017,2018,7,13,27,1868,31,0.014453961456102784,0.8709677419354839,0.014423076923076924
2017,2018,7,16,47,1868,60,0.025160599571734475,0.7833333333333333,0.024986709197235512
2017,2018,7,19,242,1868,302,0.12955032119914348,0.8013245033112583,0.12551867219917012
2017,2018,7,23,37,1868,38,0.01980728051391863,0.9736842105263158,0.019796682718031033
2017,2018,7,24,61,1868,77,0.032655246252676656,0.7922077922077922,0.03237791932059448
2017,2018,7,28,1,1868,47,5.353319057815846e-4,0.02127659574468085,5.224660397074191e-4
2017,2018,7,29,43,1868,52,0.023019271948608137,0.8269230769230769,0.02290889717634523
2017,2018,7,30,94,1868,112,0.05032119914346895,0.8392857142857143,0.04984093319194061
2017,2018,7,33,154,1868,162,0.08244111349036402,0.9506172839506173,0.08208955223880597
2017,2018,7,34,43,1868,57,0.023019271948608137,0.7543859649122807,0.022848034006376194
2017,2018,7,35,39,1868,43,0.0208779443254818,0.9069767441860465,0.020833333333333332
2017,2018,7,37,20,1868,32,0.010706638115631691,0.625,0.010638297872340425
2017,2018,7,38,56,1868,74,0.029978586723768737,0.7567567567567568,0.029692470837751856
2017,2018,7,88,1,1868,142,5.353319057815846e-4,0.007042253521126761,4.977600796416127e-4
2017,2018,7,89,5,1868,535,0.0026766595289079227,0.009345794392523364,0.002085070892410342
2017,2018,7,110,2,1868,791,0.0010706638115631692,0.0025284450063211127,7.527286413248024e-4
2017,2018,7,111,16,1868,925,0.008565310492505354,0.017297297297297298,0.005761613251710479
2017,2018,8,4,71,79,82,0.8987341772151899,0.8658536585365854,0.7888888888888889
2017,2018,8,9,1,79,35,0.012658227848101266,0.02857142857142857,0.008849557522123894
2017,2018,8,111,1,79,925,0.012658227848101266,0.001081081081081081,9.970089730807576e-4
2017,2018,9,17,32,166,35,0.1927710843373494,0.9142857142857143,0.1893491124260355
2017,2018,9,18,120,166,127,0.7228915662650602,0.9448818897637795,0.6936416184971098
2017,2018,9,49,1,166,93,0.006024096385542169,0.010752688172043012,0.003875968992248062
2017,2018,9,101,1,166,333,0.006024096385542169,0.003003003003003003,0.002008032128514056
2017,2018,10,5,59,59,65,1,0.9076923076923077,0.9076923076923077
2017,2018,11,20,29,31,36,0.9354838709677419,0.8055555555555556,0.7631578947368421
2017,2018,11,27,1,31,31,0.03225806451612903,0.03225806451612903,0.01639344262295082
2017,2018,12,21,43,45,53,0.9555555555555556,0.8113207547169812,0.7818181818181819
2017,2018,13,5,1,285,65,0.0035087719298245615,0.015384615384615385,0.0028653295128939827
2017,2018,13,22,275,285,319,0.9649122807017544,0.8620689655172413,0.8358662613981763
2017,2018,13,44,1,285,55,0.0035087719298245615,0.01818181818181818,0.0029498525073746312
2017,2018,13,68,2,285,87,0.007017543859649123,0.022988505747126436,0.005405405405405406
2017,2018,14,11,108,123,136,0.8780487804878049,0.7941176470588235,0.7152317880794702
2017,2018,14,40,1,123,67,0.008130081300813009,0.014925373134328358,0.005291005291005291
2017,2018,14,51,3,123,260,0.024390243902439025,0.011538461538461539,0.007894736842105263
2017,2018,14,60,1,123,46,0.008130081300813009,0.021739130434782608,0.005952380952380952
2017,2018,14,76,1,123,101,0.008130081300813009,0.009900990099009901,0.004484304932735426
2017,2018,14,81,1,123,138,0.008130081300813009,0.007246376811594203,0.0038461538461538464
2017,2018,15,6,1,892,78,0.0011210762331838565,0.01282051282051282,0.0010319917440660474
2017,2018,15,11,1,892,136,0.0011210762331838565,0.007352941176470588,9.737098344693282e-4
2017,2018,15,18,1,892,127,0.0011210762331838565,0.007874015748031496,9.823182711198428e-4
2017,2018,15,48,98,892,105,0.10986547085201794,0.9333333333333333,0.10901001112347053
2017,2018,15,50,77,892,104,0.08632286995515695,0.7403846153846154,0.08378672470076169
2017,2018,15,52,34,892,36,0.03811659192825112,0.9444444444444444,0.03803131991051454
2017,2018,15,53,39,892,42,0.043721973094170405,0.9285714285714286,0.04357541899441341
2017,2018,15,54,28,892,30,0.03139013452914798,0.9333333333333333,0.03131991051454139
2017,2018,15,55,51,892,52,0.05717488789237668,0.9807692307692307,0.05711086226203808
2017,2018,15,56,40,892,45,0.04484304932735426,0.8888888888888888,0.044593088071348944
2017,2018,15,57,57,892,61,0.06390134529147982,0.9344262295081968,0.06361607142857142
2017,2018,15,58,137,892,148,0.15358744394618834,0.9256756756756757,0.15171650055370986
2017,2018,15,72,1,892,117,0.0011210762331838565,0.008547008547008548,9.92063492063492e-4
2017,2018,15,101,1,892,333,0.0011210762331838565,0.003003003003003003,8.169934640522876e-4
2017,2018,15,111,1,892,925,0.0011210762331838565,0.001081081081081081,5.506607929515419e-4
2017,2018,16,14,61,65,65,0.9384615384615385,0.9384615384615385,0.8840579710144928
2017,2018,16,111,1,65,925,0.015384615384615385,0.001081081081081081,0.0010111223458038423
2017,2018,17,31,58,62,62,0.9354838709677419,0.9354838709677419,0.8787878787878788
2017,2018,17,38,1,62,74,0.016129032258064516,0.013513513513513514,0.007407407407407408
2017,2018,18,28,41,44,47,0.9318181818181818,0.8723404255319149,0.82
2017,2018,19,22,1,45,319,0.022222222222222223,0.003134796238244514,0.0027548209366391185
2017,2018,19,36,44,45,50,0.9777777777777777,0.88,0.8627450980392157
2017,2018,20,40,56,59,67,0.9491525423728814,0.835820895522388,0.8
2017,2018,21,44,24,30,55,0.8,0.43636363636363634,0.39344262295081966
2017,2018,21,111,1,30,925,0.03333333333333333,0.001081081081081081,0.0010482180293501049
2017,2018,22,43,103,111,131,0.9279279279279279,0.7862595419847328,0.7410071942446043
2017,2018,22,76,1,111,101,0.009009009009009009,0.009900990099009901,0.004739336492890996
2017,2018,23,43,1,40,131,0.025,0.007633587786259542,0.0058823529411764705
2017,2018,23,59,31,40,39,0.775,0.7948717948717948,0.6458333333333334
2017,2018,24,32,101,103,127,0.9805825242718447,0.7952755905511811,0.7829457364341085
2017,2018,25,51,102,102,260,1,0.3923076923076923,0.3923076923076923
2017,2018,26,51,33,34,260,0.9705882352941176,0.12692307692307692,0.12643678160919541
2017,2018,27,47,88,94,111,0.9361702127659575,0.7927927927927928,0.7521367521367521
2017,2018,28,15,41,44,44,0.9318181818181818,0.9318181818181818,0.8723404255319149
2017,2018,28,111,1,44,925,0.022727272727272728,0.001081081081081081,0.0010330578512396695
2017,2018,29,9,1,49,35,0.02040816326530612,0.02857142857142857,0.012048192771084338
2017,2018,29,95,40,49,47,0.8163265306122449,0.851063829787234,0.7142857142857143
2017,2018,30,39,40,40,50,1,0.8,0.8
2017,2018,31,18,1,65,127,0.015384615384615385,0.007874015748031496,0.005235602094240838
2017,2018,31,42,1,65,81,0.015384615384615385,0.012345679012345678,0.006896551724137931
2017,2018,31,46,56,65,64,0.8615384615384616,0.875,0.7671232876712328
2017,2018,31,111,1,65,925,0.015384615384615385,0.001081081081081081,0.0010111223458038423
2017,2018,31,118,1,65,46,0.015384615384615385,0.021739130434782608,0.00909090909090909
2017,2018,32,61,25,39,42,0.6410256410256411,0.5952380952380952,0.44642857142857145
2017,2018,32,62,1,39,78,0.02564102564102564,0.01282051282051282,0.008620689655172414
2017,2018,33,69,28,33,40,0.8484848484848485,0.7,0.6222222222222222
2017,2018,34,75,155,168,176,0.9226190476190477,0.8806818181818182,0.8201058201058201
2017,2018,34,97,1,168,382,0.005952380952380952,0.002617801047120419,0.0018214936247723133
2017,2018,35,93,37,67,37,0.5522388059701493,1,0.5522388059701493
2017,2018,35,98,1,67,127,0.014925373134328358,0.007874015748031496,0.0051813471502590676
2017,2018,36,11,1,107,136,0.009345794392523364,0.007352941176470588,0.004132231404958678
2017,2018,36,65,103,107,127,0.9626168224299065,0.8110236220472441,0.7862595419847328
2017,2018,36,81,1,107,138,0.009345794392523364,0.007246376811594203,0.004098360655737705
2017,2018,37,61,1,71,42,0.014084507042253521,0.023809523809523808,0.008928571428571428
2017,2018,37,62,60,71,78,0.8450704225352113,0.7692307692307693,0.6741573033707865
2017,2018,38,5,1,69,65,0.014492753623188406,0.015384615384615385,0.007518796992481203
2017,2018,38,63,65,69,71,0.9420289855072463,0.9154929577464789,0.8666666666666667
2017,2018,39,25,2,77,88,0.025974025974025976,0.022727272727272728,0.012269938650306749
2017,2018,39,26,71,77,101,0.922077922077922,0.7029702970297029,0.6635514018691588
2017,2018,39,76,1,77,101,0.012987012987012988,0.009900990099009901,0.005649717514124294
2017,2018,39,111,1,77,925,0.012987012987012988,0.001081081081081081,9.99000999000999e-4
2017,2018,40,25,72,77,88,0.935064935064935,0.8181818181818182,0.7741935483870968
2017,2018,40,26,2,77,101,0.025974025974025976,0.019801980198019802,0.011363636363636364
2017,2018,41,60,35,36,46,0.9722222222222222,0.7608695652173914,0.7446808510638298
2017,2018,42,0,1,72,155,0.013888888888888888,0.0064516129032258064,0.004424778761061947
2017,2018,42,49,64,72,93,0.8888888888888888,0.6881720430107527,0.6336633663366337
2017,2018,42,65,1,72,127,0.013888888888888888,0.007874015748031496,0.005050505050505051
2017,2018,42,94,1,72,103,0.013888888888888888,0.009708737864077669,0.005747126436781609
2017,2018,42,108,1,72,144,0.013888888888888888,0.006944444444444444,0.004651162790697674
2017,2018,42,110,1,72,791,0.013888888888888888,0.0012642225031605564,0.001160092807424594
2017,2018,43,100,31,34,48,0.9117647058823529,0.6458333333333334,0.6078431372549019
2017,2018,44,63,2,80,71,0.025,0.028169014084507043,0.013422818791946308
2017,2018,44,64,71,80,85,0.8875,0.8352941176470589,0.7553191489361702
2017,2018,44,100,2,80,48,0.025,0.041666666666666664,0.015873015873015872
2017,2018,45,2,1,146,48,0.00684931506849315,0.020833333333333332,0.0051813471502590676
2017,2018,45,45,1,146,91,0.00684931506849315,0.01098901098901099,0.00423728813559322
2017,2018,45,81,122,146,138,0.8356164383561644,0.8840579710144928,0.7530864197530864
2017,2018,45,97,1,146,382,0.00684931506849315,0.002617801047120419,0.0018975332068311196
2017,2018,46,31,1,79,62,0.012658227848101266,0.016129032258064516,0.007142857142857143
2017,2018,46,111,1,79,925,0.012658227848101266,0.001081081081081081,9.970089730807576e-4
2017,2018,46,119,44,79,50,0.5569620253164557,0.88,0.5176470588235295
2017,2018,47,118,39,51,46,0.7647058823529411,0.8478260869565217,0.6724137931034483
2017,2018,47,119,1,51,50,0.0196078431372549,0.02,0.01
2017,2018,48,38,1,315,74,0.0031746031746031746,0.013513513513513514,0.002577319587628866
2017,2018,48,47,1,315,111,0.0031746031746031746,0.009009009009009009,0.002352941176470588
2017,2018,48,111,1,315,925,0.0031746031746031746,0.001081081081081081,8.071025020177562e-4
2017,2018,48,117,235,315,276,0.746031746031746,0.8514492753623188,0.6601123595505618
2017,2018,49,111,32,38,925,0.8421052631578947,0.034594594594594595,0.034371643394199784
2017,2018,50,11,1,61,136,0.01639344262295082,0.007352941176470588,0.00510204081632653
2017,2018,50,44,1,61,55,0.01639344262295082,0.01818181818181818,0.008695652173913044
2017,2018,50,45,55,61,91,0.9016393442622951,0.6043956043956044,0.5670103092783505
2017,2018,51,90,46,53,377,0.8679245283018868,0.1220159151193634,0.11979166666666667
2017,2018,52,76,53,59,101,0.8983050847457628,0.5247524752475248,0.4953271028037383
2017,2018,52,97,1,59,382,0.01694915254237288,0.002617801047120419,0.0022727272727272726
2017,2018,53,68,2,42,87,0.047619047619047616,0.022988505747126436,0.015748031496062992
2017,2018,53,99,1,42,30,0.023809523809523808,0.03333333333333333,0.014084507042253521
2017,2018,54,89,27,30,535,0.9,0.05046728971962617,0.05018587360594796
2017,2018,54,110,1,30,791,0.03333333333333333,0.0012642225031605564,0.0012195121951219512
2017,2018,55,46,1,137,64,0.0072992700729927005,0.015625,0.005
2017,2018,55,88,126,137,142,0.9197080291970803,0.8873239436619719,0.8235294117647058
2017,2018,56,65,1,65,127,0.015384615384615385,0.007874015748031496,0.005235602094240838
2017,2018,56,66,1,65,80,0.015384615384615385,0.0125,0.006944444444444444
2017,2018,56,71,58,65,71,0.8923076923076924,0.8169014084507042,0.7435897435897436
2017,2018,57,89,221,223,535,0.9910313901345291,0.4130841121495327,0.41154562383612664
2017,2018,57,111,1,223,925,0.004484304932735426,0.001081081081081081,8.718395815170009e-4
2017,2018,58,89,109,109,535,1,0.20373831775700935,0.20373831775700935
2017,2018,59,70,75,92,99,0.8152173913043478,0.7575757575757576,0.646551724137931
2017,2018,59,97,1,92,382,0.010869565217391304,0.002617801047120419,0.0021141649048625794
2017,2018,60,79,86,128,96,0.671875,0.8958333333333334,0.6231884057971014
2017,2018,61,6,1,56,78,0.017857142857142856,0.01282051282051282,0.007518796992481203
2017,2018,61,78,47,56,61,0.8392857142857143,0.7704918032786885,0.6714285714285714
2017,2018,62,67,60,70,82,0.8571428571428571,0.7317073170731707,0.6521739130434783
2017,2018,62,68,1,70,87,0.014285714285714285,0.011494252873563218,0.00641025641025641
2017,2018,63,8,1,100,32,0.01,0.03125,0.007633587786259542
2017,2018,63,71,1,100,71,0.01,0.014084507042253521,0.0058823529411764705
2017,2018,63,72,91,100,117,0.91,0.7777777777777778,0.7222222222222222
2017,2018,63,111,1,100,925,0.01,0.001081081081081081,9.765625e-4
2017,2018,64,66,53,55,80,0.9636363636363636,0.6625,0.6463414634146342
2017,2018,64,72,1,55,117,0.01818181818181818,0.008547008547008548,0.005847953216374269
2017,2018,65,11,1,90,136,0.011111111111111112,0.007352941176470588,0.0044444444444444444
2017,2018,65,94,84,90,103,0.9333333333333333,0.8155339805825242,0.7706422018348624
2017,2018,66,6,1,89,78,0.011235955056179775,0.01282051282051282,0.006024096385542169
2017,2018,66,91,33,89,45,0.3707865168539326,0.7333333333333333,0.32673267326732675
2017,2018,66,92,39,89,63,0.43820224719101125,0.6190476190476191,0.34513274336283184
2017,2018,66,97,1,89,382,0.011235955056179775,0.002617801047120419,0.002127659574468085
2017,2018,67,98,55,55,127,1,0.4330708661417323,0.4330708661417323
2017,2018,68,11,1,60,136,0.016666666666666666,0.007352941176470588,0.005128205128205128
2017,2018,68,61,1,60,42,0.016666666666666666,0.023809523809523808,0.009900990099009901
2017,2018,68,87,51,60,57,0.85,0.8947368421052632,0.7727272727272727
2017,2018,68,97,2,60,382,0.03333333333333333,0.005235602094240838,0.004545454545454545
2017,2018,68,111,1,60,925,0.016666666666666666,0.001081081081081081,0.0010162601626016261
2017,2018,69,32,1,477,127,0.0020964360587002098,0.007874015748031496,0.001658374792703151
2017,2018,69,61,1,477,42,0.0020964360587002098,0.023809523809523808,0.0019305019305019305
2017,2018,69,70,1,477,99,0.0020964360587002098,0.010101010101010102,0.0017391304347826088
2017,2018,69,82,1,477,149,0.0020964360587002098,0.006711409395973154,0.0016
2017,2018,69,88,1,477,142,0.0020964360587002098,0.007042253521126761,0.0016181229773462784
2017,2018,69,91,1,477,45,0.0020964360587002098,0.022222222222222223,0.0019193857965451055
2017,2018,69,92,11,477,63,0.023060796645702306,0.1746031746031746,0.020793950850661626
2017,2018,69,96,100,477,118,0.20964360587002095,0.847457627118644,0.20202020202020202
2017,2018,69,97,234,477,382,0.49056603773584906,0.612565445026178,0.3744
2017,2018,69,111,2,477,925,0.0041928721174004195,0.002162162162162162,0.0014285714285714286
2017,2018,70,77,105,123,120,0.8536585365853658,0.875,0.7608695652173914
2017,2018,70,80,1,123,46,0.008130081300813009,0.021739130434782608,0.005952380952380952
2017,2018,71,22,3,76,319,0.039473684210526314,0.009404388714733543,0.007653061224489796
